City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kaa-khem,51.6833,94.7333,66.33,67,100,2.51,RU,1691521424
364,moroni,-11.7022,43.2551,75.92,79,11,13.27,KM,1691521424
365,ha tien,10.3833,104.4833,81.57,79,48,11.39,VN,1691521424
366,brisas de zicatela,15.8369,-97.0419,90.12,51,0,6.91,MX,1691521425
367,sao felix do xingu,-6.6447,-51.995,101.7,19,10,4.05,BR,1691521425
368,tolanaro,-25.0319,46.9987,68.07,88,40,11.5,MG,1691521425
369,bakanas,44.8081,76.2772,77.77,38,97,7.67,KZ,1691521425
370,yerofey pavlovich,53.9667,121.9667,56.01,64,100,2.26,RU,1691521425
371,yunfu,22.9306,112.0373,78.55,87,74,3.02,CN,1691521425
372,maues,-3.3836,-57.7186,100.29,26,79,3.4,BR,1691521426
373,kolobrzeg,54.1757,15.5834,59.16,79,100,23.26,PL,1691521426
374,jiuquan,39.7432,98.5174,80.89,34,100,2.04,CN,1691521426
375,alice springs,-23.7,133.8833,44.15,70,0,0.0,AU,1691521426
376,santyoku,37.4406,129.1708,73.13,95,100,13.22,KR,1691521426
377,al jawf,29.5,38.75,88.41,15,0,7.52,SA,1691521427
378,praia da vitoria,38.7333,-27.0667,80.85,74,20,10.09,PT,1691521427
379,esparragal,38.0333,-1.0833,84.51,68,6,5.99,ES,1691521427
380,banepa,27.6298,85.5214,70.12,94,75,0.0,NP,1691521427
381,madalena,41.2162,-8.3345,82.76,58,0,4.88,PT,1691521427
382,palikir - national government center,6.9248,158.1611,75.94,94,100,0.0,FM,1691521427
383,lautoka,-17.6167,177.4667,71.46,88,75,5.75,FJ,1691521427
384,flying fish cove,-10.4217,105.6791,74.88,88,100,11.5,CX,1691521427
385,pandan,14.0453,124.1694,81.43,84,63,7.56,PH,1691521427
386,ceeldheer,3.8488,47.1806,76.06,82,25,19.98,SO,1691521427
387,peace river,56.2501,-117.286,62.91,82,100,5.75,CA,1691521427
388,griffith,41.5284,-87.4237,86.9,52,75,8.05,US,1691521208
389,carutapera,-1.195,-46.02,81.07,82,38,10.87,BR,1691521428
390,merizo village,13.2658,144.6691,79.36,97,100,14.43,GU,1691521428
391,kirakira,-10.4544,161.9205,76.84,89,100,7.99,SB,1691521428
392,sola,-13.8833,167.55,76.51,84,100,20.56,VU,1691521423
393,zhuji,29.7188,120.2423,76.95,97,1,2.28,CN,1691521428
394,lazaro cardenas,17.9583,-102.2,90.01,64,5,10.49,MX,1691521428
395,edeia,-17.3383,-49.9314,93.47,16,0,6.87,BR,1691521428
396,umluj,25.0213,37.2685,90.36,54,0,4.88,SA,1691521429
397,sabancuy,18.9667,-91.1833,92.75,54,13,8.41,MX,1691521429
398,sao gabriel da cachoeira,-0.1303,-67.0892,87.6,74,40,4.61,BR,1691521429
399,kuusamo,65.9667,29.1833,67.8,89,0,10.11,FI,1691521429
400,jiagedaqi,50.4167,124.1167,57.4,97,100,5.32,CN,1691521429
401,cadale,2.7603,46.3222,76.73,83,73,20.38,SO,1691521429
402,port lincoln,-34.7333,135.8667,54.79,41,0,17.34,AU,1691521429
403,howrah,22.5892,88.3103,80.6,89,75,3.44,IN,1691521369
404,broome,42.2506,-75.833,66.61,88,100,9.22,US,1691521429
405,al matlin,37.2452,10.05,74.79,55,0,7.54,TN,1691521429
406,yuzhno-kurilsk,44.0306,145.8556,63.09,100,100,6.04,RU,1691521429
407,monroeville,40.4212,-79.7881,82.78,50,40,11.5,US,1691521429
408,quellon,-43.1167,-73.6167,52.05,87,100,8.05,CL,1691521218
409,cassilandia,-19.1133,-51.7342,94.89,18,0,7.7,BR,1691521430
410,novodvinsk,64.4165,40.8122,59.72,84,5,5.14,RU,1691521370
411,susuman,62.7833,148.1667,44.1,61,85,0.96,RU,1691521430
412,dakhla,23.6848,-15.958,75.22,78,0,18.41,EH,1691521422
413,bratsk,56.1325,101.6142,59.49,98,41,2.19,RU,1691521430
414,pangai,-19.8,-174.35,75.31,100,75,3.44,TO,1691521430
415,tobelo,1.7284,128.0095,77.5,81,100,8.59,ID,1691521430
416,taoudenni,22.6783,-3.9836,110.16,8,0,15.19,ML,1691521430
417,hammerfest,70.6634,23.6821,77.45,65,0,5.75,NO,1691521369
418,bayanhongor,46.7167,100.1167,61.34,46,100,4.14,MN,1691521349
419,pangkalanbuun,-2.6833,111.6167,72.61,90,100,2.68,ID,1691521430
420,rabaul,-4.1967,152.1721,78.1,83,99,16.46,PG,1691521430
421,herat,34.5,62.0,80.69,23,0,24.29,AF,1691521237
422,puerto deseado,-47.7503,-65.8938,54.23,48,7,28.88,AR,1691521430
423,horta,38.5333,-28.6333,75.02,87,75,15.99,PT,1691521430
424,greencastle,39.6445,-86.8647,82.11,71,75,5.75,US,1691521430
425,zheleznogorsk-ilimskiy,56.5768,104.1217,59.29,97,29,1.61,RU,1691521430
426,cape coast,5.1053,-1.2466,75.85,91,93,13.49,GH,1691521431
427,vyazemskiy,47.5378,134.7525,64.98,90,100,6.64,RU,1691521431
428,lauro de freitas,-12.8944,-38.3272,82.42,57,20,6.91,BR,1691521243
429,mogoytuy,51.2833,114.9167,57.18,71,12,1.23,RU,1691521431
430,happy valley-goose bay,53.3168,-60.3315,66.51,68,75,8.05,CA,1691521422
431,mata-utu,-13.2816,-176.1745,81.72,79,8,8.34,WF,1691521431
432,gwangju,35.1547,126.9156,76.28,92,87,4.65,KR,1691521431
433,obala,4.1667,11.5333,71.47,95,100,3.87,CM,1691521431
434,new norfolk,-42.7826,147.0587,38.71,97,33,3.11,AU,1691521431
435,pallasovka,50.05,46.8833,81.82,33,18,8.61,RU,1691521431
436,troitskoye,52.9821,84.6757,60.44,56,7,1.59,RU,1691521431
437,umm kaddadah,13.6017,26.6876,85.37,49,15,3.96,SD,1691521432
438,the dalles,45.5946,-121.1787,88.14,40,0,9.22,US,1691521433
439,prince rupert,54.3161,-130.3201,59.09,98,100,14.97,CA,1691521156
440,thohoyandou,-22.9456,30.485,59.99,43,0,0.34,ZA,1691521433
441,uyuni,-20.4597,-66.825,52.14,20,0,14.03,BO,1691521433
442,akonolinga,3.7667,12.25,68.36,99,98,3.53,CM,1691521433
443,ruteng,-8.6136,120.4721,55.87,87,41,1.19,ID,1691521433
444,palu,-0.8917,119.8707,75.09,94,58,3.4,ID,1691521433
445,plettenberg bay,-34.0527,23.3716,56.86,86,85,3.6,ZA,1691521362
446,mount gambier,-37.8333,140.7667,42.66,75,0,9.31,AU,1691521434
447,selfoss,63.9331,-20.9971,57.04,72,100,3.0,IS,1691521434
448,copala,16.65,-98.9833,90.5,59,7,8.23,MX,1691521434
449,fortuna,40.5982,-124.1573,65.66,82,40,14.97,US,1691521434
450,kalmunai,7.4167,81.8167,81.05,74,99,3.8,LK,1691521434
451,marsh harbour,26.5412,-77.0636,87.01,68,38,11.1,BS,1691521434
452,pacific grove,36.6177,-121.9166,69.39,80,20,15.01,US,1691521285
453,zhangye,38.9342,100.4517,82.8,39,77,3.47,CN,1691521434
454,bat khela,34.6167,71.9714,80.87,58,0,6.85,PK,1691521434
455,kolonia town,6.964,158.206,77.0,94,100,0.0,FM,1691521434
456,chegdomyn,51.1167,133.0167,62.1,58,100,1.72,RU,1691521434
457,mogocha,53.7333,119.7667,58.68,64,99,1.21,RU,1691521435
458,ust'-ilimsk,58.0006,102.6619,59.52,96,3,0.96,RU,1691521435
459,tadine,-21.55,167.8833,64.15,73,57,12.82,NC,1691521435
460,kurumkan,54.3,110.3,63.32,67,100,3.11,RU,1691521436
461,chiconcuac,19.55,-98.9,77.97,35,24,5.39,MX,1691521436
462,lawas,13.764,121.0566,83.98,84,100,11.86,PH,1691521436
463,maitum,6.0392,124.4986,77.92,85,100,3.51,PH,1691521436
464,bardsir,29.9227,56.5743,76.01,30,38,1.7,IR,1691521436
465,rio verde de mato grosso,-18.9181,-54.8442,97.5,18,0,4.74,BR,1691521436
466,thanh hoa,19.8,105.7667,77.2,86,100,4.09,VN,1691521436
467,el granada,37.5027,-122.4694,84.45,69,0,14.97,US,1691521426
468,jimbolia,45.7914,20.7172,71.08,49,16,3.69,RO,1691521437
469,n'dalatando,-9.2978,14.9116,72.16,55,0,6.96,AO,1691521437
470,sinabang,2.4803,96.3801,78.96,80,96,3.06,ID,1691521437
471,oboyan',51.2098,36.2792,63.9,63,0,5.46,RU,1691521437
472,tuam,53.5167,-8.85,63.23,83,75,2.91,IE,1691521437
473,labasa,-16.4167,179.3833,73.22,89,27,4.03,FJ,1691521438
474,saeby,57.3319,10.5225,51.96,82,100,34.43,DK,1691521438
475,general pico,-35.6566,-63.7568,57.88,35,100,14.07,AR,1691521296
476,christchurch,-43.5333,172.6333,32.95,84,13,2.3,NZ,1691521415
477,igarka,67.4667,86.5833,61.47,59,100,5.44,RU,1691521410
478,manta,-0.95,-80.7333,87.58,78,40,17.0,EC,1691521438
479,begun,24.9833,75.0,76.62,80,100,11.79,IN,1691521438
480,itoman,26.1247,127.6694,80.98,94,100,20.71,JP,1691521438
481,fort st. john,56.2499,-120.8529,64.29,77,75,9.22,CA,1691521376
482,kanash,55.5086,47.4956,64.65,64,0,8.57,RU,1691521438
483,fisterra,42.9049,-9.2629,74.75,74,0,1.9,ES,1691521438
484,whakatane,-37.9585,176.9854,35.78,99,25,6.04,NZ,1691521438
485,belinskiy,52.9647,43.4165,74.43,53,100,7.56,RU,1691521438
486,palapag,12.5458,125.1147,80.69,82,47,10.0,PH,1691521438
487,zhanibek,49.4167,46.85,85.64,27,41,10.4,KZ,1691521439
488,port-vila,-17.7338,168.3219,67.6,94,100,6.91,VU,1691521291
489,santa elena de uairen,4.6167,-61.1333,78.4,69,26,7.67,VE,1691521439
490,cayambe,0.05,-78.1333,67.26,59,100,9.06,EC,1691521439
491,el salto,20.3333,-104.5,85.3,41,6,2.68,MX,1691521440
492,kingston,17.997,-76.7936,92.35,67,20,23.02,JM,1691521406
493,la serena,-29.9078,-71.2542,62.11,72,75,8.05,CL,1691521440
494,tukrah,32.5341,20.5791,79.57,64,0,15.28,LY,1691521440
495,katsuura,35.1333,140.3,78.76,93,100,10.11,JP,1691521440
496,molde,62.7375,7.1591,58.71,88,75,3.44,NO,1691521441
497,darovskoy,58.77,47.9564,57.06,95,0,4.5,RU,1691521441
498,west plains,36.7281,-91.8524,86.9,42,0,6.91,US,1691521441
499,shabqadar,34.2139,71.5552,86.22,52,0,1.34,PK,1691521441
500,sur,22.5667,59.5289,87.89,57,6,14.52,OM,1691521442
501,malango,-2.9627,119.9001,64.04,98,31,1.77,ID,1691521442
502,mineros,-17.1167,-63.2333,92.52,24,0,5.39,BO,1691521443
503,turochak,52.2576,87.1224,56.17,93,97,2.08,RU,1691521443
504,sidi okba,34.7451,5.8983,102.49,19,0,4.61,DZ,1691521444
505,cabedelo,-6.9811,-34.8339,81.27,77,77,11.95,BR,1691521444
506,el calafate,-50.3408,-72.2768,37.11,93,57,5.17,AR,1691521445
507,arraial do cabo,-22.9661,-42.0278,73.26,83,75,10.36,BR,1691521445
508,strezhevoy,60.7333,77.5889,61.36,63,98,6.31,RU,1691521445
509,orsa,54.5153,30.4053,57.2,85,70,4.5,BY,1691521446
510,dunedin,-45.8742,170.5036,44.8,66,100,5.99,NZ,1691521227
511,bueng kan,18.363,103.6519,77.92,98,100,3.49,TH,1691521446
512,acapulco de juarez,16.8634,-99.8901,89.42,70,20,8.05,MX,1691521388
513,chany,55.3121,76.7647,61.29,68,39,4.7,RU,1691521446
514,new prague,44.5433,-93.5761,83.95,51,0,7.58,US,1691521447
515,touros,-5.1989,-35.4608,81.07,67,99,14.07,BR,1691521447
516,veraval,20.9,70.3667,80.49,84,100,16.96,IN,1691521447
517,yaren,-0.5472,166.916,81.09,75,100,5.88,NR,1691521447
518,gizo,-8.103,156.8419,78.71,85,97,15.52,SB,1691521448
519,suntar,62.1444,117.6319,63.63,64,12,6.31,RU,1691521448
520,kidal,18.4411,1.4078,89.02,43,97,17.2,ML,1691521434
521,coronel suarez,-37.4547,-61.9334,53.69,38,81,15.32,AR,1691521448
522,villa la venta,18.1,-94.05,89.85,62,8,5.68,MX,1691521448
523,alaminos,14.0639,121.2465,82.4,96,98,3.65,PH,1691521448
524,arvika,59.6553,12.5852,57.81,98,100,7.31,SE,1691521449
525,murun-kuren,49.6342,100.1625,61.12,86,100,6.55,MN,1691521449
526,wellington,-41.2866,174.7756,38.86,98,7,6.91,NZ,1691521230
527,batticaloa,7.7102,81.6924,81.57,69,100,4.94,LK,1691521449
528,daulatpur,26.5015,67.9706,93.49,52,70,8.77,PK,1691521450
529,yeniseysk,58.4497,92.1703,55.53,96,73,1.1,RU,1691521450
530,itaituba,-4.2761,-55.9836,96.96,49,40,5.75,BR,1691521450
531,elliot,-31.3333,27.85,47.14,89,33,3.91,ZA,1691521451
532,chinde,26.8418,88.0763,66.78,98,100,3.67,NP,1691521451
533,imbituba,-28.24,-48.6703,62.58,66,100,5.53,BR,1691521368
534,niemodlin,50.642,17.6193,58.24,31,100,6.11,PL,1691521451
535,tezpur,26.6333,92.8,76.46,98,100,5.08,IN,1691521451
536,saint-francois,46.4154,3.9054,72.84,43,0,3.44,FR,1691521426
537,ketchikan,55.3422,-131.6461,61.27,88,100,9.22,US,1691521451
538,saint-philippe,-21.3585,55.7679,67.59,76,35,8.86,RE,1691521452
539,rurrenabaque,-14.4413,-67.5278,69.69,94,100,4.61,BO,1691521417
540,kapa'a,22.0752,-159.319,85.98,77,100,21.85,US,1691521452
541,gandhinagar,23.2167,72.6833,84.18,74,75,13.8,IN,1691521452
542,kattivakkam,13.2167,80.3167,86.09,79,100,10.07,IN,1691521453
543,grand gaube,-20.0064,57.6608,72.37,68,2,3.0,MU,1691521453
544,vicosa,-20.7539,-42.8819,78.26,42,9,12.1,BR,1691521453
545,eforie sud,44.0229,28.6494,65.21,65,65,12.37,RO,1691521453
546,malyye derbety,47.9547,44.6808,89.4,29,0,11.1,RU,1691521454
547,ryotsu-minato,38.0833,138.4333,82.47,79,95,5.01,JP,1691521454
548,saint-joseph,-21.3667,55.6167,66.58,76,43,6.85,RE,1691521454
549,extrema,-22.8547,-46.3183,67.5,69,44,9.69,BR,1691521454
550,frolovo,49.7713,43.6622,82.33,40,25,6.22,RU,1691521455
551,jaicos,-7.3592,-41.1378,95.16,24,9,9.98,BR,1691521455
552,motueka,-41.1333,173.0167,36.1,89,19,4.74,NZ,1691521455
553,maun,-19.9833,23.4167,71.56,28,0,6.91,BW,1691521455
554,el nido,11.1858,119.3956,81.72,82,16,12.08,PH,1691521455
555,antsiranana,-12.2787,49.2917,72.18,82,17,11.88,MG,1691521456
556,pahlgam,34.0333,75.3333,57.24,76,0,3.13,IN,1691521456
557,klaksvik,62.2266,-6.589,47.32,82,100,28.52,FO,1691521456
558,hasaki,35.7333,140.8333,81.3,94,100,11.25,JP,1691521456
559,acara,-1.9608,-48.1967,88.03,58,90,2.26,BR,1691521457
560,mercedes,-34.6515,-59.4307,58.95,43,99,9.55,AR,1691521457
561,lata,40.1629,-8.3327,80.92,59,0,4.07,PT,1691521432
562,moyynkum,44.2914,72.9469,76.64,47,2,10.8,KZ,1691521457
563,eisen,36.8217,128.6308,72.82,93,82,4.34,KR,1691521458
564,mana,5.6592,-53.7767,83.68,73,98,9.46,GF,1691521418
565,kone,-21.0595,164.8658,58.62,88,3,4.5,NC,1691521458
566,akureyri,65.6835,-18.0878,58.93,51,40,16.11,IS,1691521308
